Produit,NoteP,NoteC,Pays,Commentaire
SYNOLOGY DS220+ 2-Bay NAS-Case Intel Windows,4.8,4,France,Je suis très satisfait de ce produit. Toutefois il faut savoir que la configuration originale offre deux disques (deux volumes de stockage) séparés  il ne semble donc pas y avoir de RAID proprement dit. D'autre part le mécanisme d'accès initial au compte admin n'a pas fonctionné chez moi. J'ai donc ré-installé complètement l'appareil  à partir de find.synology.com (la procédure est simple  bien expliquée). Il faut veiller à ne créer qu'un volume  réparti sur les deux disques. On a dès lors une copie miroir automatique de disque à disque (RAID 1)  qui garantit qu'en cas de défaut d'un des deux on retrouve nos données. A part ça  le serveur est rapide  réactif  agréable et silencieux. Que demander de plus ?
SYNOLOGY DS220+ 2-Bay NAS-Case Intel Windows,4.8,4,France,Super NAS ! Tout y est : docker  machines virtuelles  possibilité d'upgrader la mémoire  transcodage... Fiable et efficace  c'est top ! Seul bémol : le prix...
SYNOLOGY DS220+ 2-Bay NAS-Case Intel Windows,4.8,4,France,Fonctionne ok  mais tous les temps l'alimentation émet un son aigu...
SYNOLOGY DS220+ 2-Bay NAS-Case Intel Windows,4.8,4,Allemagne,Sehr zufrieden mit diesem Nas. Einfach einzurichten  intuitive Webinterface  und ich kann über eine spezielle Domain auf meine Daten über das Web zugreifen. Ich bin insgesamt sehr zufrieden. Ich wünschte nur  es wäre etwas kleiner.
SYNOLOGY DS220+ 2-Bay NAS-Case Intel Windows,4.8,4,Italie,Ho provato qualche nas prima di andare su questo sinology  la cosa che mi aveva fermato principalmente a renderlo il primo acquisto è il prezzo che può sembrare alto per un prodotto del genere ma è giustificato da molte chicche che lo rendono imbattibile come l'interfaccia utente molto semplice e intuitiva ma che ha funzioni anche avanzate per chi lo vuole personalizzare al massimo  purtroppo non capisco come mai non riesca a prendere la configurazione del mio router e quindi non riesco a collegarmi in FTP fuori dalla rete locale ma la velocità di download e upload data dal client web è sufficente per sistemare questo problema.
SYNOLOGY DS220+ 2-Bay NAS-Case Intel Windows,4.8,4,Allemagne,Ich hatte meine Fotos in Google Photos gesichert  meine Musik und Texte teilweise auf USB-Sticks und in der Dropbox. Ziemliches Durcheinander. Das hat mit diesem Gerät von Synology ein Ende. Alles landet dort  und wenn ich von unterwegs auf meine Daten zugreifen möchte  surfe ich meinen eigenen Server an.  Das Synology DS 220+ lässt sich ohne den Einschub von zwei Festplatten nicht betreiben. Es ist „nur“ der Server-PC  mit kleinem Arbeitsspeicher  sonst nichts. Man braucht also zwei  am besten gleiche Festplatten  möglichst groß. Kaum hineingeschoben und das Gerät an den Router angeschlossen  konnte ich loslegen.  Die Bedienung findet von außen statt  zunächst über LAN oder WLAN im Heimnetzwerk. Die Software ist Browser-basiert  das heißt  das DS 220+ hat keinen Windows Explorer oder Mac Finder  sondern alles findet in Firefox oder Chrome statt. Die Einrichtung geht schnell  aber das Finetuning kann dauern. Beispielsweise musste ich lernen  dass die Verwaltung von Fotos über eine eigene „App“ innerhalb des Synology-Browser-Fensters geschieht. Und ich musste in den Einstellungen meines Smartphones gehen  um ab sofort zu verhindern  dass die Fotos automatisch an Google gehen.  Technisch gesehen ist das DS 220+ ein NAS System  und mit zwei eingeschobenen Festplatten ein RAID-System. Das heißt (auch)  dass laufend Backups aller Daten erzeugt werden  sodass beim Ausfall einer Platte die andere angeblich alle Daten hat.  Nach drei Tagen Betrieb rundum zu empfehlen.
SYNOLOGY DS220+ 2-Bay NAS-Case Intel Windows,4.8,4,Italie,SYNOLOGY è una marca top per i Nas  soprattutto consumer  e questo modello ne è una conferma. Accoppiato con due dischi WD Red da 4 Tb (acquistati a parte) è un oggetto discreto e soprattutto silenzioso che ho installato in soggiorno vicino al router Fastweb. L'interfaccia grafica è essenziale  ma user-friendly e la configurazione molto facile. Da PC si accede  in rete wi-fi  digitando l'indirizzo IP di default (che è possibile anche personalizzare)  invece da remoto con pad o smartpfone attraverso una unica app (DS File)  a differenza di altri Nas che richiedono una serie di app per ogni funzione. Si possono creare cartelle comuni oppure accessibili solo da uno o più utenti  definire lo spazio a disposizione e tante altre caratteristiche. Sufficientemente veloce il trasferimento di file in rete wifi interna  ovviamente più lento ma accettabile da remoto: ottima soluzione per liberare spazio dal telefono oppure per portare con sé i propri file. Utilissima  da remoto  la possibilità di fare il download di file in una cartella "File offline"  per poi poterli visionare o utilizzare anche a nas scollegato. Difetti... pochi  ma ci sono. Se si trasferiscono grosse quantità di file divisi in cartelle e sottocartelle il Nas crea prima "l'albero" delle cartelle e poi inizia a trasferire i file  quindi meglio trasferire una cartella per volta  va più veloce. Inoltre  dopo un periodo di inattività  il Nas si disconnette  forse per evitare che i dischi interni lavorino continuativamente: soluzione forse intelligente  ma se ci si allontana dal pc per un po' poi bisogna poi riconnettersi  perdendo un po' di tempo (la connessione non è immediata). Credo che anche questa configurazione di default sia personalizzabile  ma devo ancora trovare come. Per il resto  estremamente soddisfatto.
SYNOLOGY DS220+ 2-Bay NAS-Case Intel Windows,4.8,4,Inde,It's a good NAS for home use. Instalation is easy if you want to work. Some software functions you have to find out yourself.
SYNOLOGY DS220+ 2-Bay NAS-Case Intel Windows,4.8,4,Italie,Hardware perfetto  geniale il meccanismo di inserimento dischi senza dover avvitare nulla (per i 3 5")  facile il setup di configurazione iniziale  non immediato l'apprendimento del s.o. che governa il NAS  ma credo che col tempo tutto mi risulterà più friendly. Complessivamente... prodotto professionale.
SYNOLOGY DS220+ 2-Bay NAS-Case Intel Windows,4.8,4,Allemagne,Es ist bei mir ein weiteres NAS von Synology  das ich in Verwendung habe. Leider war das erste Gerät bereits bei der Anlieferung defekt (die Qualitätssicherung bei SYNOLOGY scheint auch nachzulassen). Dank Amazon und dem Händler ging aber der Umtausch per sofort  da ich vorab bereits am nächsten Tag ein neues DS220+ erhielt und dann erst das defekte Teil zurücksenden musste - das ist vorbildlich !!! Dafür vielen Dank.  Das Ersatzgerät läuft jetzt - auch Dank 4GB RAM-Erweiterung (Crucial RAM CT4G4SFS8266 4GB DDR4 2666 MHz CL19 Laptop-Speicher auch von AMAZON) seit Wochen störungsfrei - wie man das von Synology eigentlich auch erwartet. Betrieben wird das DS220+ mit zwei 4TB Festplatten von Seagate (Seagate 4 TB IronWolf 3 5 Zoll  5900 U/min  64 MB Cache). Es läuft u.a. auch eine mysql-Datenbank auf dem Server  die Dank der insgesamt jetzt 6GB RAM auch zügige Abfragen gestattet. Ansonsten Nutzung als Mediaserver - Das NAS hat _KEINEN_ Zugriff zum Internet !!!  _Dieter_
SYNOLOGY DS220+ 2-Bay NAS-Case Intel Windows,4.8,5,France,Acheté pour remplacer un modèle beaucoup plus ancien. Arrivé dans les délais  très bien emballé; Le système de "mot de passe pour la livraison est très intelligent. L'installation des disques (4To WD Red+  pas listé compatible par Synology  mais totalement fonctionnels) s'est fait sans problème  pas besoins d'outils. Branché sur un onduleur Eaton ECO650  qui est parfaitement reconnu. Évidemment  la configuration nécessite une connaissance certaine  mais de nombreux forums et le service client Synology (très performant et rapide) sont là pour vous aider  que ce soit pour le choix des disques ou pour la configuration. C'est le jour et la nuit par rapport à mon ancien modèle (DS211j) . Très rapide  que ce soit au démarrage ou en transfert de fichiers  silencieux  économe en énergie. Ce modèle autorise l'upgrade de DDR4 (jusqu'à 6Go d'après Synology  mais des utilisateurs ont pu passer outre)  mais les 2Go d'origine devraient suffire à une usage personnel. Surtout  prenez le temps de peaufiner les réglages et de bien comprendre comment ça fonctionne  ça évite bien des soucis. donc  totalement satisfait de mon achat; le premier NAS a plus de 10 ans  et est toujours en parfait état de fonctionnement; pas de raison que celui-ci fasse autrement.
SYNOLOGY DS220+ 2-Bay NAS-Case Intel Windows,4.8,5,France,🕵️‍♂️ Première utilisation J'ai décidé de tester le Synology DS220+ pour remplacer mon vieux disque dur externe pour la sauvegarde de mes données personnelles. La configuration a été facile et rapide.  💻 Le partage de données en toute simplicité Le partage de mes fichiers avec ma famille et mes amis a été très facile grâce à la fonction de partage de dossiers. J'apprécie également la possibilité d'accéder à mes données à distance via l'application mobile.  💾 Sauvegarde fiable La sauvegarde de mes données s'est effectuée sans problème et je suis heureux de savoir que mes fichiers sont maintenant en sécurité. Je n'ai pas encore eu à restaurer mes données  mais je suis confiant que le processus sera facile.  🔐 Protection de la sécurité des données Enfin  j'apprécie la protection de la sécurité des données offerte par le cryptage et les mises à jour automatiques de sécurité.  💡 En conclusion Si vous cherchez une solution de stockage abordable et polyvalente pour vos données personnelles  il est un bon choix. 💼💾👍
SYNOLOGY DS220+ 2-Bay NAS-Case Intel Windows,4.8,5,France,1er NAS je suis novice en la matière. Pas totalement simple à configurer. À la base  oui c'est relativement simple lors de l'installation. Il faut connaître un peu les différents modes offerts pour le fonctionnement des disques durs: RAID 0  RAID 1  JBOD pour l'essentiel. J'ai choisi le RAID 1 qui met en miroir les 2 disques  pour éviter la perte des données si un disque devient défectueux. Il faut définir des mots de passe réseau  définir des dossiers partagés avec leurs attributs selon les utilisateurs. Après j'ai eu besoin de configurer une passerelle NVidia Shield pour accéder aux fichiers sur le NAS: un peu plus difficile  tutoriels sur internet. Je lis bien les films y compris en 4K à partir du lecteur Kodi sur la Shield. J'ai dû passer le wifi de 2 4 gHz à 5 gHz (présent sur ma box) pour pouvoir lire un 4K sans coupures. Et pour le lecteur audio Audirvana  c'est un ami qui m'a dépanné pour faire reconnaître le dossier musique sur le NAS par Audirvana. Seul je n'y serais pas parvenu. Donc voilà  une fois configuré ce NAS fait le job en ce qui me concerne  servant de stockage commun entre 2 PC et la passerelle NVidia Shield. Je lis aussi bien les fichiers audio que vidéo c'est parfait! Après je vais structurer et rassembler mes images et photos sur le DS220+. Je fais un usage essentiellement en local  mais la possibilité d'accéder aux données par internet de l'extérieur est utile. Dès l'achat du Synology  j'ai étendu sa RAM de 4go supplémentaires avec une Crucial indiquée pour ce modèle. Donc 6go au total avec la RAM de base de 2go. Je n'ai installé aucune application supplémentaire sur le DS220+  pas besoin. Le NAS est un peu bruyant sur les accès disques. La ventilation est réglée sur calme  on l'entend très peu. L'achat d'un NAS à 2 baies comme celui-ci et 2 disques durs est une solution assez coûteuse  comparée à un abonnement de service par cloud par exemple. Synology a un très bon système d'exploitation logiciel pour ses NAS  propose beaucoup d'applications tierces à installer  et des garanties intéressantes en cas de perte des données pour les restaurer.
SYNOLOGY DS220+ 2-Bay NAS-Case Intel Windows,4.8,5,France,Bonjour.  Le stockage de mes différents PC commençant à manquer  j'ai opté pour ce NAS avec 2 disque 4To. Technicien en informatique  c'est tout naturellement que je me suis tourné vers ce produit qui convient très bien aux PME et particuliers.  Il faudra tout de même quelques connaissance en informatique pour l'installation et la configuration. Attention les disques sont vendus séparément et il faudra prendre des disques dédiés NAS (plus résistant).  Un peu plus de 2 ans que j'utilise ce produit et rien à dire. Je recommande.
SYNOLOGY DS220+ 2-Bay NAS-Case Intel Windows,4.8,5,France,Acheté pour un stockage personnel de photos et vidéos et accès à distance de ces données par l'intermédiaire des apps : photo video audio  dédiées sur iphone ou ipad. Ne fait guère de bruit ; on entend quand même les disques lors de l'indexation. La configuration paraît simple mais mieux vaut lire le succinct mode d'emploi et surtout naviguer sur le web et glaner les différentes config notamment de la box pour ne pas commettre d'erreur. Pas besoin de Plex ou autre pour voir ses données sur sa télé par l'intermédiaire de la livebox play. Tout est reconnu y compris le pilotage à partir de son iphone. C'est exactement ce que je voulais. Pour les disques j'ai pris 2 ironwolf de 6 To ce qui fait une capacité totale de 5 5 To. Ces disques je ne les pas acheté sur amazon ; les nombreux avis étant négatif quand au conditionnement  aux modèles envoyés et autre fiabilité. Me reste à configurer mon site internet. On y va doucement. Pour le remplissage du disque je conseille de passer par le finder du mac au nas. C'est mieux que de passer par le gestionnaire de fichier : File Station. A voir dans le temps.
SYNOLOGY DS220+ 2-Bay NAS-Case Intel Windows,4.8,5,France,Silence et facilité de migration depuis un ancien Syno. Très bon produit pour le moment! Disques durs installables à chaud  en façade sans visserie à installer  très pratique.
SYNOLOGY DS220+ 2-Bay NAS-Case Intel Windows,4.8,5,France,Produit de bonne qualité  fonctionne parfaitement  rapide  peu bruyant dans les deux premiers modes . Satisfait de cet achat
SYNOLOGY DS220+ 2-Bay NAS-Case Intel Windows,4.8,5,France,Parfait! Stocke les photos de toute la famille
